season,Team,Gms,Tot Pts,Pts/G,RushYds,RYds/G,PassYds,PYds/G,TotYds,Yds/G,Ranking
2020,Cleveland Browns,16,419,26.2,1773,110.8,3962,247.6,5735,358.4,17
2020,Carolina Panthers,16,402,25.1,1936,121,3825,239.1,5761,360.1,18
2020,Philadelphia Eagles,16,418,26.1,2012,125.8,3798,237.4,5810,363.1,19
2020,Miami Dolphins,16,338,21.1,1862,116.4,4024,251.5,5886,367.9,20
2020,Denver Broncos,16,446,27.9,2080,130,3807,237.9,5887,367.9,21
2020,Seattle Seahawks,16,371,23.2,1529,95.6,4560,285,6089,380.6,22
2020,Dallas Cowboys,16,473,29.6,2541,158.8,3642,227.6,6183,386.4,23
2020,New York Jets,16,457,28.6,1792,112,4409,275.6,6201,387.6,24
2020,Las Vegas Raiders,16,478,29.9,2013,125.8,4212,263.2,6225,389.1,25
2020,Cincinnati Bengals,16,424,26.5,2368,148,3859,241.2,6227,389.2,26
2020,Minnesota Vikings,16,475,29.7,2151,134.4,4141,258.8,6292,393.2,27
2020,Tennessee Titans,16,439,27.4,1933,120.8,4439,277.4,6372,398.2,28
2020,Atlanta Falcons,16,414,25.9,1677,104.8,4697,293.6,6374,398.4,29
2020,Houston Texans,16,464,29,2564,160.2,4104,256.5,6668,416.8,30
2020,Jacksonville Jaguars,16,492,30.8,2452,153.2,4231,264.4,6683,417.7,31
2020,Detroit Lions,16,519,32.4,2158,134.9,4558,284.9,6716,419.8,32
